Well;WellName;WellType;Replicate;ThresholddRn;CtdRn;Quantitycopies;RSqdRn;SlopedRn;MONISprojectno;AssayID;speciesabbr;season;qpcrrundate
C6;smpl02;Unknown;2;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
D4;smpl03;Unknown;3;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
D5;smpl03;Unknown;3;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
D6;smpl03;Unknown;3;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
E4;smpl04;Unknown;4;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
E5;smpl04;Unknown;4;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
E6;smpl04;Unknown;4;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
F4;smpl05;Unknown;5;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
F5;smpl05;Unknown;5;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
F6;smpl05;Unknown;5;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
G4;smpl06;Unknown;6;0.0280;36.23;7.920e-003;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
G5;smpl06;Unknown;6;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
G6;smpl06;Unknown;6;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
B7;smpl07;Unknown;7;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
B8;smpl07;Unknown;7;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
B9;smpl07;Unknown;7;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
C7;smpl08;Unknown;8;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
C8;smpl08;Unknown;8;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
C9;smpl08;Unknown;8;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
D7;smpl09;Unknown;9;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
D8;smpl09;Unknown;9;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
D9;smpl09;Unknown;9;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
E7;smpl10;Unknown;10;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
E8;smpl10;Unknown;10;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
E9;smpl10;Unknown;10;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
F7;smpl11;Unknown;11;0.0280;35.77;1.234e-002;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
F8;smpl11;Unknown;11;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
F9;smpl11;Unknown;11;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
G7;smpl12;Unknown;12;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
G8;smpl12;Unknown;12;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
G9;smpl12;Unknown;12;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
B10;smpl13;Unknown;13;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
B11;smpl13;Unknown;13;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
B12;smpl13;Unknown;13;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
C10;smpl14;Unknown;14;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
C11;smpl14;Unknown;14;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
C12;smpl14;Unknown;14;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
D10;smpl15;Unknown;15;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
D11;smpl15;Unknown;15;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
D12;smpl15;Unknown;15;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
E10;smpl16;Unknown;16;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
E11;smpl16;Unknown;16;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
E12;smpl16;Unknown;16;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
B1;std5e5;Standard;17;0.0280;17.10;5.00e+005;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
B2;std5e5;Standard;17;0.0280;18.80;5.00e+005;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
B3;std5e5;Standard;17;0.0280;17.58;5.00e+005;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
C1;std5e4;Standard;18;0.0280;20.04;5.00e+004;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
C2;std5e4;Standard;18;0.0280;21.57;5.00e+004;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
C3;std5e4;Standard;18;0.0280;18.47;5.00e+004;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
D1;std5e3;Standard;19;0.0280;21.62;5.00e+003;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
D2;std5e3;Standard;19;0.0280;21.92;5.00e+003;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
D3;std5e3;Standard;19;0.0280;22.30;5.00e+003;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
E1;std5e2;Standard;20;0.0280;24.47;5.00e+002;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
E2;std5e2;Standard;20;0.0280;24.60;5.00e+002;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
E3;std5e2;Standard;20;0.0280;24.48;5.00e+002;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
F1;std5e1;Standard;21;0.0280;27.52;5.00e+001;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
F2;std5e1;Standard;21;0.0280;27.52;5.00e+001;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
F3;std5e1;Standard;21;0.0280;26.83;5.00e+001;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
G1;std5e0;Standard;22;0.0280;30.29;5.00e+000;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
G2;std5e0;Standard;22;0.0280;29.86;5.00e+000;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
G3;std5e0;Standard;22;0.0280;28.96;5.00e+000;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
H1;ntc;NTC;23;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
H2;ntc;NTC;23;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
H3;ntc;NTC;23;0.0280;NoCt;NoCt;0.971;-2.392;MONIS3;AssID10;Oncmyk;foraar;qpcrrundate20180522
B4;smpl01;Unknown;1;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
B5;smpl01;Unknown;1;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
B6;smpl01;Unknown;1;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
C4;smpl02;Unknown;2;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
C5;smpl02;Unknown;2;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
C6;smpl02;Unknown;2;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
D4;smpl03;Unknown;3;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
D5;smpl03;Unknown;3;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
D6;smpl03;Unknown;3;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
E4;smpl04;Unknown;4;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
E5;smpl04;Unknown;4;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
E6;smpl04;Unknown;4;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
F4;smpl05;Unknown;5;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
F5;smpl05;Unknown;5;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
F6;smpl05;Unknown;5;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
G4;smpl06;Unknown;6;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
G6;smpl06;Unknown;6;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
B7;smpl07;Unknown;7;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
B8;smpl07;Unknown;7;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
B9;smpl07;Unknown;7;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
C7;smpl08;Unknown;8;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
C8;smpl08;Unknown;8;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
C9;smpl08;Unknown;8;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
D7;smpl09;Unknown;9;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
D8;smpl09;Unknown;9;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
D9;smpl09;Unknown;9;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
E7;smpl10;Unknown;10;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
E8;smpl10;Unknown;10;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
E9;smpl10;Unknown;10;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
F7;smpl11;Unknown;11;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
F8;smpl11;Unknown;11;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
F9;smpl11;Unknown;11;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
G7;smpl12;Unknown;12;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
G8;smpl12;Unknown;12;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
G9;smpl12;Unknown;12;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
B10;smpl13;Unknown;13;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
B11;smpl13;Unknown;13;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
B12;smpl13;Unknown;13;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
C10;smpl14;Unknown;14;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
C11;smpl14;Unknown;14;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
C12;smpl14;Unknown;14;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
D10;smpl15;Unknown;15;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
D11;smpl15;Unknown;15;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
D12;smpl15;Unknown;15;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
E10;smpl16;Unknown;16;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
E11;smpl16;Unknown;16;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
E12;smpl16;Unknown;16;0.0304;NoCt;NoCt;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
B1;std5e5;Standard;17;0.0304;24.51;5.00e+005;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
B2;std5e5;Standard;17;0.0304;22.62;5.00e+005;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
B3;std5e5;Standard;17;0.0304;23.42;5.00e+005;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
C1;std5e4;Standard;18;0.0304;27.83;5.00e+004;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
C2;std5e4;Standard;18;0.0304;25.71;5.00e+004;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
C3;std5e4;Standard;18;0.0304;25.78;5.00e+004;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
D1;std5e3;Standard;19;0.0304;29.49;5.00e+003;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
D2;std5e3;Standard;19;0.0304;28.76;5.00e+003;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
D3;std5e3;Standard;19;0.0304;29.12;5.00e+003;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
E1;std5e2;Standard;20;0.0304;33.62;5.00e+002;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
E2;std5e2;Standard;20;0.0304;32.50;5.00e+002;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
E3;std5e2;Standard;20;0.0304;31.58;5.00e+002;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
F1;std5e1;Standard;21;0.0304;34.80;5.00e+001;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
F2;std5e1;Standard;21;0.0304;34.58;5.00e+001;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
F3;std5e1;Standard;21;0.0304;34.35;5.00e+001;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
G1;std5e0;Standard;22;0.0304;38.54;5.00e+000;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
G2;std5e0;Standard;22;0.0304;39.15;5.00e+000;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
G3;std5e0;Standard;22;0.0304;37.71;5.00e+000;0.978;-2.931;MONIS3;AssID13;Oncgor;efteraar;qpcrrundate20180522
B4;smpl01;Unknown;1;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
B5;smpl01;Unknown;1;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
B6;smpl01;Unknown;1;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
C4;smpl02;Unknown;2;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
C5;smpl02;Unknown;2;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
C6;smpl02;Unknown;2;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
D4;smpl03;Unknown;3;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
D5;smpl03;Unknown;3;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
D6;smpl03;Unknown;3;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
E4;smpl04;Unknown;4;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
E5;smpl04;Unknown;4;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
E6;smpl04;Unknown;4;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
F4;smpl05;Unknown;5;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
F5;smpl05;Unknown;5;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
F6;smpl05;Unknown;5;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
G4;smpl06;Unknown;6;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
G5;smpl06;Unknown;6;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
G6;smpl06;Unknown;6;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
B7;smpl07;Unknown;7;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
B8;smpl07;Unknown;7;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
B9;smpl07;Unknown;7;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
C7;smpl08;Unknown;8;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
C8;smpl08;Unknown;8;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
C9;smpl08;Unknown;8;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
D8;smpl09;Unknown;9;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
D9;smpl09;Unknown;9;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
E7;smpl10;Unknown;10;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
E8;smpl10;Unknown;10;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
E9;smpl10;Unknown;10;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
F7;smpl11;Unknown;11;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
F8;smpl11;Unknown;11;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
F9;smpl11;Unknown;11;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
G7;smpl12;Unknown;12;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
G8;smpl12;Unknown;12;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
G9;smpl12;Unknown;12;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
B10;smpl13;Unknown;13;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
B11;smpl13;Unknown;13;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
B12;smpl13;Unknown;13;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
C10;smpl14;Unknown;14;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
C11;smpl14;Unknown;14;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
C12;smpl14;Unknown;14;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
D10;smpl15;Unknown;15;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
D11;smpl15;Unknown;15;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
D12;smpl15;Unknown;15;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
E11;smpl16;Unknown;16;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
E12;smpl16;Unknown;16;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
B1;std5e5;Standard;17;0.0399;23.40;5.00e+005;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
B2;std5e5;Standard;17;0.0399;21.93;5.00e+005;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
B3;std5e5;Standard;17;0.0399;23.02;5.00e+005;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
C1;std5e4;Standard;18;0.0399;26.26;5.00e+004;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
C2;std5e4;Standard;18;0.0399;25.93;5.00e+004;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
C3;std5e4;Standard;18;0.0399;26.26;5.00e+004;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
D1;std5e3;Standard;19;0.0399;28.70;5.00e+003;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
D2;std5e3;Standard;19;0.0399;28.51;5.00e+003;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
D3;std5e3;Standard;19;0.0399;28.11;5.00e+003;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
E1;std5e2;Standard;20;0.0399;31.83;5.00e+002;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
E2;std5e2;Standard;20;0.0399;31.62;5.00e+002;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
E3;std5e2;Standard;20;0.0399;31.84;5.00e+002;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
F1;std5e1;Standard;21;0.0399;34.82;5.00e+001;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
F2;std5e1;Standard;21;0.0399;35.26;5.00e+001;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
F3;std5e1;Standard;21;0.0399;34.11;5.00e+001;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
G1;std5e0;Standard;22;0.0399;37.68;5.00e+000;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
G2;std5e0;Standard;22;0.0399;36.93;5.00e+000;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
G3;std5e0;Standard;22;0.0399;NoCt;NoCt;0.992;-2.914;MONIS3;AssID13;Oncgor;foraar;qpcrrundate20180522
B4;smpl01;Unknown;1;0.0302;35.15;4.908e+001;0.908;-3.088;MONIS3;AssID14;Cragig;efteraar;qpcrrundate20180515
