"","Well","WellName","WellType","Replicate","ThresholddRn","CtdRn","Quantitycopies","RSqdRn","SlopedRn","MONISprojectno","AssayID","speciesabbr","season","qpcrrundate","gen_specnm","Genus","species","dk_comnm","Wellname.season.no1","gen_specnm.season","Harbour","Coll_date","volfilt_mL","declat","declon","Harbour.Welltype","col.06","copies_per_mLwater","copies_per_Lwater","copies_per_Lwater_plone","log.10_copies_L"
"135","G3","std5e0","Standard",22,0.0477,33.81,5,"0.954","-2.076","MONIS3","AssID01","Bonham","foraar","qpcrrundate20180515","Bonnemaisonia_hamifera","Bonnemaisonia","hamifera","roedtotalge","std5e0.foraar.1","Bonnemaisonia_hamifera.foraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"140","B5","smpl01","Unknown",1,0.0511,39.98,0.04902,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl01.efteraar.1","Prorocentrum_minimum.efteraar","Esbjerg","2017.oct.17",200,55.4578,8.442,"Esbjerg.Unknown","#3CFF00",0.017157,17.157,18.157,1.25904409357523
"145","D4","smpl03","Unknown",3,0.0511,39.05,0.1065,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl03.efteraar.1","Prorocentrum_minimum.efteraar","Aalborgportland","2017.oct.11",2500,57.0514,9.9319,"Aalborgportland.Unknown","#00FF1E",0.002982,2.982,3.982,0.600101255691391
"146","D5","smpl03","Unknown",3,0.0511,38.61,0.1534,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl03.efteraar.1","Prorocentrum_minimum.efteraar","Aalborgportland","2017.oct.11",2500,57.0514,9.9319,"Aalborgportland.Unknown","#00FF1E",0.0042952,4.2952,5.2952,0.723882368080147
"147","D6","smpl03","Unknown",3,0.0511,36.46,0.9073,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl03.efteraar.1","Prorocentrum_minimum.efteraar","Aalborgportland","2017.oct.11",2500,57.0514,9.9319,"Aalborgportland.Unknown","#00FF1E",0.0254044,25.4044,26.4044,1.42167630325228
"148","E4","smpl04","Unknown",4,0.0511,35.27,2.41,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl04.efteraar.1","Prorocentrum_minimum.efteraar","AalborgHavn","2017.oct.11",1000,57.0514,9.9319,"AalborgHavn.Unknown","#00FF78",0.1687,168.7,169.7,2.22968184231768
"149","E5","smpl04","Unknown",4,0.0511,34.93,3.21,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl04.efteraar.1","Prorocentrum_minimum.efteraar","AalborgHavn","2017.oct.11",1000,57.0514,9.9319,"AalborgHavn.Unknown","#00FF78",0.2247,224.7,225.7,2.35353155907776
"150","E6","smpl04","Unknown",4,0.0511,35.22,2.52,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl04.efteraar.1","Prorocentrum_minimum.efteraar","AalborgHavn","2017.oct.11",1000,57.0514,9.9319,"AalborgHavn.Unknown","#00FF78",0.1764,176.4,177.4,2.24895361549571
"151","F4","smpl05","Unknown",5,0.0511,39.89,0.05322,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl05.efteraar.1","Prorocentrum_minimum.efteraar","Fredericia","2017.oct.11",1000,55.5579,9.7489,"Fredericia.Unknown","#00FFD2",0.0037254,3.7254,4.7254,0.674438576959576
"152","F5","smpl05","Unknown",5,0.0511,39.48,0.07442,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl05.efteraar.1","Prorocentrum_minimum.efteraar","Fredericia","2017.oct.11",1000,55.5579,9.7489,"Fredericia.Unknown","#00FFD2",0.0052094,5.2094,6.2094,0.793049637329849
"153","F6","smpl05","Unknown",5,0.0511,38,0.2525,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl05.efteraar.1","Prorocentrum_minimum.efteraar","Fredericia","2017.oct.11",1000,55.5579,9.7489,"Fredericia.Unknown","#00FFD2",0.017675,17.675,18.675,1.27126061048744
"154","G4","smpl06","Unknown",6,0.0511,34.61,4.19,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl06.efteraar.1","Prorocentrum_minimum.efteraar","Frederikshavn","2017.oct.06",3000,57.4421,10.5622,"Frederikshavn.Unknown","#00D2FF",0.0977666666666667,97.7666666666667,98.7666666666667,1.99461039676039
"155","G5","smpl06","Unknown",6,0.0511,34.64,4.07,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl06.efteraar.1","Prorocentrum_minimum.efteraar","Frederikshavn","2017.oct.06",3000,57.4421,10.5622,"Frederikshavn.Unknown","#00D2FF",0.0949666666666667,94.9666666666667,95.9666666666667,1.98212041015842
"156","G6","smpl06","Unknown",6,0.0511,36.08,1.24,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl06.efteraar.1","Prorocentrum_minimum.efteraar","Frederikshavn","2017.oct.06",3000,57.4421,10.5622,"Frederikshavn.Unknown","#00D2FF",0.0289333333333333,28.9333333333333,29.9333333333333,1.47615508194764
"157","B7","smpl07","Unknown",7,0.0511,26.8,2656,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl07.efteraar.1","Prorocentrum_minimum.efteraar","Gedser","2017.sep.23",1000,54.5719,11.9277,"Gedser.Unknown","#0078FF",185.92,185920,185921,5.26932844662522
"158","B8","smpl07","Unknown",7,0.0511,26.84,2580,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl07.efteraar.1","Prorocentrum_minimum.efteraar","Gedser","2017.sep.23",1000,54.5719,11.9277,"Gedser.Unknown","#0078FF",180.6,180600,180601,5.25672015070218
"159","B9","smpl07","Unknown",7,0.0511,26.22,4308,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl07.efteraar.1","Prorocentrum_minimum.efteraar","Gedser","2017.sep.23",1000,54.5719,11.9277,"Gedser.Unknown","#0078FF",301.56,301560,301561,5.47937517479726
"160","C7","smpl08","Unknown",8,0.0511,38.89,0.1211,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl08.efteraar.1","Prorocentrum_minimum.efteraar","Grenaa","2017.sep.19",1000,56.4126,10.9332,"Grenaa.Unknown","#FF5A00",0.008477,8.477,9.477,0.976670880624811
"161","C8","smpl08","Unknown",8,0.0511,37.3,0.4497,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl08.efteraar.1","Prorocentrum_minimum.efteraar","Grenaa","2017.sep.19",1000,56.4126,10.9332,"Grenaa.Unknown","#FF5A00",0.031479,31.479,32.479,1.51160264922777
"162","C9","smpl08","Unknown",8,0.0511,36.99,0.5824,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl08.efteraar.1","Prorocentrum_minimum.efteraar","Grenaa","2017.sep.19",1000,56.4126,10.9332,"Grenaa.Unknown","#FF5A00",0.040768,40.768,41.768,1.62084368020266
"163","D7","smpl09","Unknown",9,0.0511,32.37,26.73,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl09.efteraar.1","Prorocentrum_minimum.efteraar","Helsingoer","2017.sep.13",1000,56.0357,12.6176,"Helsingoer.Unknown","#001EFF",1.8711,1871.1,1872.1,3.27232904327402
"164","D8","smpl09","Unknown",9,0.0511,32.79,18.78,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl09.efteraar.1","Prorocentrum_minimum.efteraar","Helsingoer","2017.sep.13",1000,56.0357,12.6176,"Helsingoer.Unknown","#001EFF",1.3146,1314.6,1315.6,3.11912386481062
"165","D9","smpl09","Unknown",9,0.0511,32.13,32.37,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl09.efteraar.1","Prorocentrum_minimum.efteraar","Helsingoer","2017.sep.13",1000,56.0357,12.6176,"Helsingoer.Unknown","#001EFF",2.2659,2265.9,2266.9,3.35543236247055
"172","G7","smpl12","Unknown",12,0.0511,32.41,25.7,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl12.efteraar.1","Prorocentrum_minimum.efteraar","Koebenhavn","2017.sep.12",1650,55.6652,12.5702,"Koebenhavn.Unknown","#3C00FF",1.09030303030303,1090.30303030303,1091.30303030303,3.03794536114286
"173","G8","smpl12","Unknown",12,0.0511,33.13,14.17,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl12.efteraar.1","Prorocentrum_minimum.efteraar","Koebenhavn","2017.sep.12",1650,55.6652,12.5702,"Koebenhavn.Unknown","#3C00FF",0.601151515151515,601.151515151515,602.151515151515,2.7797057834752
"174","G9","smpl12","Unknown",12,0.0511,33.4,11.4,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl12.efteraar.1","Prorocentrum_minimum.efteraar","Koebenhavn","2017.sep.12",1650,55.6652,12.5702,"Koebenhavn.Unknown","#3C00FF",0.483636363636364,483.636363636364,484.636363636364,2.68541599736674
"175","B10","smpl13","Unknown",13,0.0511,35.51,1.99,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl13.efteraar.1","Prorocentrum_minimum.efteraar","Odense","2017.sep.15",800,55.4101,10.378,"Odense.Unknown","#FFB400",0.174125,174.125,175.125,2.24334814829383
"176","B11","smpl13","Unknown",13,0.0511,34.28,5.5,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl13.efteraar.1","Prorocentrum_minimum.efteraar","Odense","2017.sep.15",800,55.4101,10.378,"Odense.Unknown","#FFB400",0.48125,481.25,482.25,2.68327223631592
"177","B12","smpl13","Unknown",13,0.0511,34.68,3.93,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl13.efteraar.1","Prorocentrum_minimum.efteraar","Odense","2017.sep.15",800,55.4101,10.378,"Odense.Unknown","#FFB400",0.343875,343.875,344.875,2.53766171348724
"178","C10","smpl14","Unknown",14,0.0511,29.72,238.7,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl14.efteraar.1","Prorocentrum_minimum.efteraar","Roedby","2017.sep.23",200,54.6541,11.3461,"Roedby.Unknown","#F0FF00",83.545,83545,83546,4.92192566165594
"179","C11","smpl14","Unknown",14,0.0511,30.22,158.1,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl14.efteraar.1","Prorocentrum_minimum.efteraar","Roedby","2017.sep.23",200,54.6541,11.3461,"Roedby.Unknown","#F0FF00",55.335,55335,55336,4.74300776267062
"180","C12","smpl14","Unknown",14,0.0511,30.36,140.9,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl14.efteraar.1","Prorocentrum_minimum.efteraar","Roedby","2017.sep.23",200,54.6541,11.3461,"Roedby.Unknown","#F0FF00",49.315,49315,49316,4.69298784390957
"183","D12","smpl15","Unknown",15,0.0511,39.11,0.1013,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl15.efteraar.1","Prorocentrum_minimum.efteraar","KalundborgStatiolHavn","2017.sep.22",1000,55.6643,11.0736,"KalundborgStatiolHavn.Unknown","#9600FF",0.007091,7.091,8.091,0.908002201172554
"184","E10","smpl16","Unknown",16,0.0511,31.95,37.78,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl16.efteraar.1","Prorocentrum_minimum.efteraar","Koege","2017.sep.12",450,55.4566,12.204,"Koege.Unknown","#F000FF",5.87688888888889,5876.88888888889,5877.88888888889,3.76922137224382
"185","E11","smpl16","Unknown",16,0.0511,32.19,30.85,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl16.efteraar.1","Prorocentrum_minimum.efteraar","Koege","2017.sep.12",450,55.4566,12.204,"Koege.Unknown","#F000FF",4.79888888888889,4798.88888888889,4799.88888888889,3.68123118414622
"186","E12","smpl16","Unknown",16,0.0511,32.3,28.33,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl16.efteraar.1","Prorocentrum_minimum.efteraar","Koege","2017.sep.12",450,55.4566,12.204,"Koege.Unknown","#F000FF",4.40688888888889,4406.88888888889,4407.88888888889,3.64423063857725
"187","B1","std5e5","Standard",17,0.0511,20.91,5e+05,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","std5e5.efteraar.1","Prorocentrum_minimum.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"188","B2","std5e5","Standard",17,0.0511,20.27,5e+05,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","std5e5.efteraar.1","Prorocentrum_minimum.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"189","B3","std5e5","Standard",17,0.0511,20.35,5e+05,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","std5e5.efteraar.1","Prorocentrum_minimum.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"190","C1","std5e4","Standard",18,0.0511,23.57,50000,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","std5e4.efteraar.1","Prorocentrum_minimum.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"191","C2","std5e4","Standard",18,0.0511,23.78,50000,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","std5e4.efteraar.1","Prorocentrum_minimum.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"192","C3","std5e4","Standard",18,0.0511,23.45,50000,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","std5e4.efteraar.1","Prorocentrum_minimum.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"193","D1","std5e3","Standard",19,0.0511,25.57,5000,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","std5e3.efteraar.1","Prorocentrum_minimum.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"194","D2","std5e3","Standard",19,0.0511,26.05,5000,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","std5e3.efteraar.1","Prorocentrum_minimum.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"195","D3","std5e3","Standard",19,0.0511,25.76,5000,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","std5e3.efteraar.1","Prorocentrum_minimum.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"196","E1","std5e2","Standard",20,0.0511,28.1,500,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","std5e2.efteraar.1","Prorocentrum_minimum.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"197","E2","std5e2","Standard",20,0.0511,29,500,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","std5e2.efteraar.1","Prorocentrum_minimum.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"198","E3","std5e2","Standard",20,0.0511,28.85,500,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","std5e2.efteraar.1","Prorocentrum_minimum.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"199","F1","std5e1","Standard",21,0.0511,30.69,50,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","std5e1.efteraar.1","Prorocentrum_minimum.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"200","F2","std5e1","Standard",21,0.0511,31.12,50,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","std5e1.efteraar.1","Prorocentrum_minimum.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"201","F3","std5e1","Standard",21,0.0511,31.53,50,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","std5e1.efteraar.1","Prorocentrum_minimum.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"202","G1","std5e0","Standard",22,0.0511,35.18,5,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","std5e0.efteraar.1","Prorocentrum_minimum.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"203","G2","std5e0","Standard",22,0.0511,35.01,5,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","std5e0.efteraar.1","Prorocentrum_minimum.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"204","G3","std5e0","Standard",22,0.0511,34.56,5,"0.991","-2.784","MONIS3","AssID02","Promin","efteraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","std5e0.efteraar.1","Prorocentrum_minimum.efteraar",NA,NA,NA,NA,NA,"NA.Standard","#00000000",NA,0,1,0
"211","C4","smpl02","Unknown",2,0.057,39.62,0.02587,"0.986","-2.615","MONIS3","AssID02","Promin","foraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl02.foraar.1","Prorocentrum_minimum.foraar","Aarhus","2017.jul.05",2400,56.1597,10.2301,"Aarhus.Unknown","#FF0000",0.000754541666666667,0.754541666666667,1.75454166666667,0.244163686252505
"212","C5","smpl02","Unknown",2,0.057,37.64,0.1472,"0.986","-2.615","MONIS3","AssID02","Promin","foraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl02.foraar.1","Prorocentrum_minimum.foraar","Aarhus","2017.jul.05",2400,56.1597,10.2301,"Aarhus.Unknown","#FF0000",0.00429333333333333,4.29333333333333,5.29333333333333,0.723729243371415
"213","C6","smpl02","Unknown",2,0.057,38.54,0.06674,"0.986","-2.615","MONIS3","AssID02","Promin","foraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl02.foraar.1","Prorocentrum_minimum.foraar","Aarhus","2017.jul.05",2400,56.1597,10.2301,"Aarhus.Unknown","#FF0000",0.00194658333333333,1.94658333333333,2.94658333333333,0.469318728035971
"214","D4","smpl03","Unknown",3,0.057,28.25,577,"0.986","-2.615","MONIS3","AssID02","Promin","foraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl03.foraar.1","Prorocentrum_minimum.foraar","Aalborgportland","2017.jun.30",1000,57.0514,9.9319,"Aalborgportland.Unknown","#00FF1E",40.39,40390,40391,4.60628460556181
"215","D5","smpl03","Unknown",3,0.057,27.6,1021,"0.986","-2.615","MONIS3","AssID02","Promin","foraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl03.foraar.1","Prorocentrum_minimum.foraar","Aalborgportland","2017.jun.30",1000,57.0514,9.9319,"Aalborgportland.Unknown","#00FF1E",71.47,71470,71471,4.85412985865698
"216","D6","smpl03","Unknown",3,0.057,28.32,539,"0.986","-2.615","MONIS3","AssID02","Promin","foraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl03.foraar.1","Prorocentrum_minimum.foraar","Aalborgportland","2017.jun.30",1000,57.0514,9.9319,"Aalborgportland.Unknown","#00FF1E",37.73,37730,37731,4.57669831563637
"217","E4","smpl04","Unknown",4,0.057,31.28,39.74,"0.986","-2.615","MONIS3","AssID02","Promin","foraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl04.foraar.1","Prorocentrum_minimum.foraar","AalborgHavn","2017.jun.29",1000,57.0514,9.9319,"AalborgHavn.Unknown","#00FF78",2.7818,2781.8,2782.8,3.44448199468561
"218","E5","smpl04","Unknown",4,0.057,31.32,38.43,"0.986","-2.615","MONIS3","AssID02","Promin","foraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl04.foraar.1","Prorocentrum_minimum.foraar","AalborgHavn","2017.jun.29",1000,57.0514,9.9319,"AalborgHavn.Unknown","#00FF78",2.6901,2690.1,2691.1,3.42992983624063
"219","E6","smpl04","Unknown",4,0.057,31.82,24.76,"0.986","-2.615","MONIS3","AssID02","Promin","foraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl04.foraar.1","Prorocentrum_minimum.foraar","AalborgHavn","2017.jun.29",1000,57.0514,9.9319,"AalborgHavn.Unknown","#00FF78",1.7332,1733.2,1734.2,3.23909918188737
"220","F4","smpl05","Unknown",5,0.057,35.6,0.8895,"0.986","-2.615","MONIS3","AssID02","Promin","foraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl05.foraar.1","Prorocentrum_minimum.foraar","Fredericia","2017.jul.05",1600,55.5579,9.7489,"Fredericia.Unknown","#00FFD2",0.038915625,38.915625,39.915625,1.60114293385575
"221","F5","smpl05","Unknown",5,0.057,35.32,1.13,"0.986","-2.615","MONIS3","AssID02","Promin","foraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl05.foraar.1","Prorocentrum_minimum.foraar","Fredericia","2017.jul.05",1600,55.5579,9.7489,"Fredericia.Unknown","#00FFD2",0.0494375,49.4375,50.4375,1.70275355206615
"222","F6","smpl05","Unknown",5,0.057,35.47,1,"0.986","-2.615","MONIS3","AssID02","Promin","foraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl05.foraar.1","Prorocentrum_minimum.foraar","Fredericia","2017.jul.05",1600,55.5579,9.7489,"Fredericia.Unknown","#00FFD2",0.04375,43.75,44.75,1.65079303965193
"226","B7","smpl07","Unknown",7,0.057,38.06,0.1017,"0.986","-2.615","MONIS3","AssID02","Promin","foraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl07.foraar.1","Prorocentrum_minimum.foraar","Gedser","2017.jul.04",700,54.5719,11.9277,"Gedser.Unknown","#0078FF",0.01017,10.17,11.17,1.04805317311561
"227","B8","smpl07","Unknown",7,0.057,39.58,0.02666,"0.986","-2.615","MONIS3","AssID02","Promin","foraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl07.foraar.1","Prorocentrum_minimum.foraar","Gedser","2017.jul.04",700,54.5719,11.9277,"Gedser.Unknown","#0078FF",0.002666,2.666,3.666,0.564192460626198
"228","B9","smpl07","Unknown",7,0.057,39.5,0.02875,"0.986","-2.615","MONIS3","AssID02","Promin","foraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl07.foraar.1","Prorocentrum_minimum.foraar","Gedser","2017.jul.04",700,54.5719,11.9277,"Gedser.Unknown","#0078FF",0.002875,2.875,3.875,0.588271706842329
"229","C7","smpl08","Unknown",8,0.057,39.26,0.03556,"0.986","-2.615","MONIS3","AssID02","Promin","foraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl08.foraar.1","Prorocentrum_minimum.foraar","Grenaa","2017.jul.05",1100,56.4126,10.9332,"Grenaa.Unknown","#FF5A00",0.00226290909090909,2.26290909090909,3.26290909090909,0.513604973920718
"230","C8","smpl08","Unknown",8,0.057,39.8,0.02196,"0.986","-2.615","MONIS3","AssID02","Promin","foraar","qpcrrundate20180522","Prorocentrum_minimum","Prorocentrum","minimum","dinoflagelat","smpl08.foraar.1","Prorocentrum_minimum.foraar","Grenaa","2017.jul.05",1100,56.4126,10.9332,"Grenaa.Unknown","#FF5A00",0.00139745454545455,1.39745454545455,2.39745454545455,0.37975038191344
