Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
E2;std5e2;Standard;20;0.0367;NoCt;NoCt;0.999;-4.173;
E3;std5e2;Standard;20;0.0367;NoCt;NoCt;0.999;-4.173;
F1;std5e1;Standard;21;0.0367;NoCt;NoCt;0.999;-4.173;
F2;std5e1;Standard;21;0.0367;NoCt;NoCt;0.999;-4.173;
F3;std5e1;Standard;21;0.0367;NoCt;NoCt;0.999;-4.173;
G1;std5e0;Standard;22;0.0367;NoCt;NoCt;0.999;-4.173;
G2;std5e0;Standard;22;0.0367;NoCt;NoCt;0.999;-4.173;
G3;std5e0;Standard;22;0.0367;NoCt;NoCt;0.999;-4.173;
H1;ntc;NTC;23;0.0367;NoCt;NoCt;0.999;-4.173;
H2;ntc;NTC;23;0.0367;NoCt;NoCt;0.999;-4.173;
H3;ntc;NTC;23;0.0367;NoCt;NoCt;0.999;-4.173;
F10;notused;NTC;24;0.0367;NoCt;NoCt;0.999;-4.173;
F11;notused;NTC;24;0.0367;NoCt;NoCt;0.999;-4.173;
F12;notused;NTC;24;0.0367;NoCt;NoCt;0.999;-4.173;
