Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
B4;smpl01;Unknown;1;0.0367;NoCt;NoCt;0.999;-4.173;
B5;smpl01;Unknown;1;0.0367;NoCt;NoCt;0.999;-4.173;
B6;smpl01;Unknown;1;0.0367;NoCt;NoCt;0.999;-4.173;
C4;smpl02;Unknown;2;0.0367;NoCt;NoCt;0.999;-4.173;
C5;smpl02;Unknown;2;0.0367;NoCt;NoCt;0.999;-4.173;
C6;smpl02;Unknown;2;0.0367;NoCt;NoCt;0.999;-4.173;
D4;smpl03;Unknown;3;0.0367;NoCt;NoCt;0.999;-4.173;
D5;smpl03;Unknown;3;0.0367;NoCt;NoCt;0.999;-4.173;
D6;smpl03;Unknown;3;0.0367;NoCt;NoCt;0.999;-4.173;
E4;smpl04;Unknown;4;0.0367;NoCt;NoCt;0.999;-4.173;
E5;smpl04;Unknown;4;0.0367;NoCt;NoCt;0.999;-4.173;
E6;smpl04;Unknown;4;0.0367;NoCt;NoCt;0.999;-4.173;
F4;smpl05;Unknown;5;0.0367;NoCt;NoCt;0.999;-4.173;
F5;smpl05;Unknown;5;0.0367;NoCt;NoCt;0.999;-4.173;
F6;smpl05;Unknown;5;0.0367;NoCt;NoCt;0.999;-4.173;
G4;smpl06;Unknown;6;0.0367;NoCt;NoCt;0.999;-4.173;
G5;smpl06;Unknown;6;0.0367;NoCt;NoCt;0.999;-4.173;
G6;smpl06;Unknown;6;0.0367;NoCt;NoCt;0.999;-4.173;
B7;smpl07;Unknown;7;0.0367;NoCt;NoCt;0.999;-4.173;
B8;smpl07;Unknown;7;0.0367;NoCt;NoCt;0.999;-4.173;
B9;smpl07;Unknown;7;0.0367;NoCt;NoCt;0.999;-4.173;
C7;smpl08;Unknown;8;0.0367;NoCt;NoCt;0.999;-4.173;
C8;smpl08;Unknown;8;0.0367;NoCt;NoCt;0.999;-4.173;
C9;smpl08;Unknown;8;0.0367;NoCt;NoCt;0.999;-4.173;
D7;smpl09;Unknown;9;0.0367;NoCt;NoCt;0.999;-4.173;
D8;smpl09;Unknown;9;0.0367;NoCt;NoCt;0.999;-4.173;
D9;smpl09;Unknown;9;0.0367;NoCt;NoCt;0.999;-4.173;
E7;smpl10;Unknown;10;0.0367;NoCt;NoCt;0.999;-4.173;
E8;smpl10;Unknown;10;0.0367;NoCt;NoCt;0.999;-4.173;
E9;smpl10;Unknown;10;0.0367;NoCt;NoCt;0.999;-4.173;
F7;smpl11;Unknown;11;0.0367;NoCt;NoCt;0.999;-4.173;
F8;smpl11;Unknown;11;0.0367;NoCt;NoCt;0.999;-4.173;
F9;smpl11;Unknown;11;0.0367;NoCt;NoCt;0.999;-4.173;
G7;smpl12;Unknown;12;0.0367;NoCt;NoCt;0.999;-4.173;
G8;smpl12;Unknown;12;0.0367;NoCt;NoCt;0.999;-4.173;
G9;smpl12;Unknown;12;0.0367;NoCt;NoCt;0.999;-4.173;
B10;smpl13;Unknown;13;0.0367;NoCt;NoCt;0.999;-4.173;
B11;smpl13;Unknown;13;0.0367;NoCt;NoCt;0.999;-4.173;
B12;smpl13;Unknown;13;0.0367;NoCt;NoCt;0.999;-4.173;
C10;smpl14;Unknown;14;0.0367;NoCt;NoCt;0.999;-4.173;
C11;smpl14;Unknown;14;0.0367;NoCt;NoCt;0.999;-4.173;
C12;smpl14;Unknown;14;0.0367;NoCt;NoCt;0.999;-4.173;
D10;smpl15;Unknown;15;0.0367;NoCt;NoCt;0.999;-4.173;
D11;smpl15;Unknown;15;0.0367;NoCt;NoCt;0.999;-4.173;
D12;smpl15;Unknown;15;0.0367;NoCt;NoCt;0.999;-4.173;
E10;smpl16;Unknown;16;0.0367;NoCt;NoCt;0.999;-4.173;
E11;smpl16;Unknown;16;0.0367;NoCt;NoCt;0.999;-4.173;
E12;smpl16;Unknown;16;0.0367;NoCt;NoCt;0.999;-4.173;
B1;std5e5;Standard;17;0.0367;35.71;5.00e+005;0.999;-4.173;
B2;std5e5;Standard;17;0.0367;35.87;5.00e+005;0.999;-4.173;
B3;std5e5;Standard;17;0.0367;35.78;5.00e+005;0.999;-4.173;
C1;std5e4;Standard;18;0.0367;NoCt;NoCt;0.999;-4.173;
C2;std5e4;Standard;18;0.0367;NoCt;NoCt;0.999;-4.173;
C3;std5e4;Standard;18;0.0367;39.96;5.00e+004;0.999;-4.173;
D1;std5e3;Standard;19;0.0367;NoCt;NoCt;0.999;-4.173;
D2;std5e3;Standard;19;0.0367;NoCt;NoCt;0.999;-4.173;
D3;std5e3;Standard;19;0.0367;NoCt;NoCt;0.999;-4.173;
E1;std5e2;Standard;20;0.0367;NoCt;NoCt;0.999;-4.173;
