Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
B4;smpl01;Unknown;1;0.0240;NoCt;NoCt;0.995;-3.179;
B5;smpl01;Unknown;1;0.0240;NoCt;NoCt;0.995;-3.179;
B6;smpl01;Unknown;1;0.0240;NoCt;NoCt;0.995;-3.179;
C4;smpl02;Unknown;2;0.0240;NoCt;NoCt;0.995;-3.179;
C5;smpl02;Unknown;2;0.0240;NoCt;NoCt;0.995;-3.179;
C6;smpl02;Unknown;2;0.0240;NoCt;NoCt;0.995;-3.179;
D4;smpl03;Unknown;3;0.0240;NoCt;NoCt;0.995;-3.179;
D5;smpl03;Unknown;3;0.0240;NoCt;NoCt;0.995;-3.179;
D6;smpl03;Unknown;3;0.0240;NoCt;NoCt;0.995;-3.179;
E4;smpl04;Unknown;4;0.0240;NoCt;NoCt;0.995;-3.179;
E5;smpl04;Unknown;4;0.0240;NoCt;NoCt;0.995;-3.179;
E6;smpl04;Unknown;4;0.0240;NoCt;NoCt;0.995;-3.179;
F4;smpl05;Unknown;5;0.0240;36.13;1.40;0.995;-3.179;
F5;smpl05;Unknown;5;0.0240;37.27;6.141e-001;0.995;-3.179;
F6;smpl05;Unknown;5;0.0240;38.02;3.562e-001;0.995;-3.179;
G4;smpl06;Unknown;6;0.0240;NoCt;NoCt;0.995;-3.179;
G5;smpl06;Unknown;6;0.0240;NoCt;NoCt;0.995;-3.179;
G6;smpl06;Unknown;6;0.0240;37.53;5.097e-001;0.995;-3.179;
B7;smpl07;Unknown;7;0.0240;NoCt;NoCt;0.995;-3.179;
B8;smpl07;Unknown;7;0.0240;NoCt;NoCt;0.995;-3.179;
B9;smpl07;Unknown;7;0.0240;NoCt;NoCt;0.995;-3.179;
C7;smpl08;Unknown;8;0.0240;NoCt;NoCt;0.995;-3.179;
C8;smpl08;Unknown;8;0.0240;NoCt;NoCt;0.995;-3.179;
C9;smpl08;Unknown;8;0.0240;NoCt;NoCt;0.995;-3.179;
D7;smpl09;Unknown;9;0.0240;35.64;2.01;0.995;-3.179;
D8;smpl09;Unknown;9;0.0240;35.66;1.97;0.995;-3.179;
D9;smpl09;Unknown;9;0.0240;36.19;1.35;0.995;-3.179;
E7;smpl10;Unknown;10;0.0240;NoCt;NoCt;0.995;-3.179;
E8;smpl10;Unknown;10;0.0240;NoCt;NoCt;0.995;-3.179;
E9;smpl10;Unknown;10;0.0240;NoCt;NoCt;0.995;-3.179;
F7;smpl11;Unknown;11;0.0240;NoCt;NoCt;0.995;-3.179;
F8;smpl11;Unknown;11;0.0240;37.78;4.248e-001;0.995;-3.179;
F9;smpl11;Unknown;11;0.0240;NoCt;NoCt;0.995;-3.179;
G7;smpl12;Unknown;12;0.0240;37.60;4.850e-001;0.995;-3.179;
G8;smpl12;Unknown;12;0.0240;NoCt;NoCt;0.995;-3.179;
G9;smpl12;Unknown;12;0.0240;NoCt;NoCt;0.995;-3.179;
B10;smpl13;Unknown;13;0.0240;NoCt;NoCt;0.995;-3.179;
B11;smpl13;Unknown;13;0.0240;NoCt;NoCt;0.995;-3.179;
