Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
G8;smpl12;Unknown;12;0.1757;NoCt;NoCt;0.996;-3.307;
G9;smpl12;Unknown;12;0.1757;NoCt;NoCt;0.996;-3.307;
B10;smpl13;Unknown;13;0.1757;NoCt;NoCt;0.996;-3.307;
B11;smpl13;Unknown;13;0.1757;NoCt;NoCt;0.996;-3.307;
B12;smpl13;Unknown;13;0.1757;NoCt;NoCt;0.996;-3.307;
C10;smpl14;Unknown;14;0.1757;NoCt;NoCt;0.996;-3.307;
C11;smpl14;Unknown;14;0.1757;NoCt;NoCt;0.996;-3.307;
C12;smpl14;Unknown;14;0.1757;NoCt;NoCt;0.996;-3.307;
D10;smpl15;Unknown;15;0.1757;NoCt;NoCt;0.996;-3.307;
D11;smpl15;Unknown;15;0.1757;NoCt;NoCt;0.996;-3.307;
D12;smpl15;Unknown;15;0.1757;NoCt;NoCt;0.996;-3.307;
E10;smpl16;Unknown;16;0.1757;NoCt;NoCt;0.996;-3.307;
E11;smpl16;Unknown;16;0.1757;NoCt;NoCt;0.996;-3.307;
E12;smpl16;Unknown;16;0.1757;NoCt;NoCt;0.996;-3.307;
B1;std5e5;Standard;17;0.1757;21.04;5.00e+005;0.996;-3.307;
B2;std5e5;Standard;17;0.1757;20.74;5.00e+005;0.996;-3.307;
B3;std5e5;Standard;17;0.1757;20.41;5.00e+005;0.996;-3.307;
C1;std5e4;Standard;18;0.1757;23.88;5.00e+004;0.996;-3.307;
C2;std5e4;Standard;18;0.1757;24.12;5.00e+004;0.996;-3.307;
C3;std5e4;Standard;18;0.1757;23.85;5.00e+004;0.996;-3.307;
D1;std5e3;Standard;19;0.1757;27.90;5.00e+003;0.996;-3.307;
D2;std5e3;Standard;19;0.1757;27.41;5.00e+003;0.996;-3.307;
D3;std5e3;Standard;19;0.1757;27.38;5.00e+003;0.996;-3.307;
E1;std5e2;Standard;20;0.1757;30.97;5.00e+002;0.996;-3.307;
E2;std5e2;Standard;20;0.1757;30.69;5.00e+002;0.996;-3.307;
E3;std5e2;Standard;20;0.1757;30.69;5.00e+002;0.996;-3.307;
F1;std5e1;Standard;21;0.1757;34.63;5.00e+001;0.996;-3.307;
F2;std5e1;Standard;21;0.1757;33.83;5.00e+001;0.996;-3.307;
F3;std5e1;Standard;21;0.1757;34.13;5.00e+001;0.996;-3.307;
G1;std5e0;Standard;22;0.1757;37.99;5.00e+000;0.996;-3.307;
G2;std5e0;Standard;22;0.1757;36.37;5.00e+000;0.996;-3.307;
G3;std5e0;Standard;22;0.1757;36.91;5.00e+000;0.996;-3.307;
H1;ntc;NTC;23;0.1757;NoCt;NoCt;0.996;-3.307;
H2;ntc;NTC;23;0.1757;NoCt;NoCt;0.996;-3.307;
H3;ntc;NTC;23;0.1757;NoCt;NoCt;0.996;-3.307;
