Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
B4;smpl01;Unknown;1;0.0722;NoCt;NoCt;0.996;-2.964;
B5;smpl01;Unknown;1;0.0722;NoCt;NoCt;0.996;-2.964;
B6;smpl01;Unknown;1;0.0722;NoCt;NoCt;0.996;-2.964;
C4;smpl02;Unknown;2;0.0722;NoCt;NoCt;0.996;-2.964;
C5;smpl02;Unknown;2;0.0722;NoCt;NoCt;0.996;-2.964;
C6;smpl02;Unknown;2;0.0722;NoCt;NoCt;0.996;-2.964;
D4;smpl03;Unknown;3;0.0722;NoCt;NoCt;0.996;-2.964;
D5;smpl03;Unknown;3;0.0722;NoCt;NoCt;0.996;-2.964;
D6;smpl03;Unknown;3;0.0722;NoCt;NoCt;0.996;-2.964;
E4;smpl04;Unknown;4;0.0722;NoCt;NoCt;0.996;-2.964;
E5;smpl04;Unknown;4;0.0722;NoCt;NoCt;0.996;-2.964;
E6;smpl04;Unknown;4;0.0722;NoCt;NoCt;0.996;-2.964;
F4;smpl05;Unknown;5;0.0722;NoCt;NoCt;0.996;-2.964;
F5;smpl05;Unknown;5;0.0722;NoCt;NoCt;0.996;-2.964;
F6;smpl05;Unknown;5;0.0722;NoCt;NoCt;0.996;-2.964;
G4;smpl06;Unknown;6;0.0722;NoCt;NoCt;0.996;-2.964;
G5;smpl06;Unknown;6;0.0722;NoCt;NoCt;0.996;-2.964;
G6;smpl06;Unknown;6;0.0722;NoCt;NoCt;0.996;-2.964;
B7;smpl07;Unknown;7;0.0722;NoCt;NoCt;0.996;-2.964;
B8;smpl07;Unknown;7;0.0722;NoCt;NoCt;0.996;-2.964;
B9;smpl07;Unknown;7;0.0722;NoCt;NoCt;0.996;-2.964;
C7;smpl08;Unknown;8;0.0722;NoCt;NoCt;0.996;-2.964;
C8;smpl08;Unknown;8;0.0722;NoCt;NoCt;0.996;-2.964;
C9;smpl08;Unknown;8;0.0722;NoCt;NoCt;0.996;-2.964;
D7;smpl09;Unknown;9;0.0722;NoCt;NoCt;0.996;-2.964;
D8;smpl09;Unknown;9;0.0722;NoCt;NoCt;0.996;-2.964;
D9;smpl09;Unknown;9;0.0722;NoCt;NoCt;0.996;-2.964;
E7;smpl10;Unknown;10;0.0722;NoCt;NoCt;0.996;-2.964;
E8;smpl10;Unknown;10;0.0722;NoCt;NoCt;0.996;-2.964;
E9;smpl10;Unknown;10;0.0722;NoCt;NoCt;0.996;-2.964;
F7;smpl11;Unknown;11;0.0722;NoCt;NoCt;0.996;-2.964;
F8;smpl11;Unknown;11;0.0722;NoCt;NoCt;0.996;-2.964;
F9;smpl11;Unknown;11;0.0722;NoCt;NoCt;0.996;-2.964;
G7;smpl12;Unknown;12;0.0722;NoCt;NoCt;0.996;-2.964;
G8;smpl12;Unknown;12;0.0722;NoCt;NoCt;0.996;-2.964;
G9;smpl12;Unknown;12;0.0722;NoCt;NoCt;0.996;-2.964;
B10;smpl13;Unknown;13;0.0722;NoCt;NoCt;0.996;-2.964;
B11;smpl13;Unknown;13;0.0722;NoCt;NoCt;0.996;-2.964;
B12;smpl13;Unknown;13;0.0722;NoCt;NoCt;0.996;-2.964;
C10;smpl14;Unknown;14;0.0722;NoCt;NoCt;0.996;-2.964;
C11;smpl14;Unknown;14;0.0722;NoCt;NoCt;0.996;-2.964;
C12;smpl14;Unknown;14;0.0722;NoCt;NoCt;0.996;-2.964;
D10;smpl15;Unknown;15;0.0722;NoCt;NoCt;0.996;-2.964;
D11;smpl15;Unknown;15;0.0722;NoCt;NoCt;0.996;-2.964;
D12;smpl15;Unknown;15;0.0722;NoCt;NoCt;0.996;-2.964;
E10;smpl16;Unknown;16;0.0722;NoCt;NoCt;0.996;-2.964;
E11;smpl16;Unknown;16;0.0722;NoCt;NoCt;0.996;-2.964;
E12;smpl16;Unknown;16;0.0722;NoCt;NoCt;0.996;-2.964;
B1;std5e5;Standard;17;0.0722;22.28;5.00e+005;0.996;-2.964;
B2;std5e5;Standard;17;0.0722;22.30;5.00e+005;0.996;-2.964;
B3;std5e5;Standard;17;0.0722;22.74;5.00e+005;0.996;-2.964;
C1;std5e4;Standard;18;0.0722;25.32;5.00e+004;0.996;-2.964;
C2;std5e4;Standard;18;0.0722;25.44;5.00e+004;0.996;-2.964;
C3;std5e4;Standard;18;0.0722;25.06;5.00e+004;0.996;-2.964;
D1;std5e3;Standard;19;0.0722;27.78;5.00e+003;0.996;-2.964;
D2;std5e3;Standard;19;0.0722;27.96;5.00e+003;0.996;-2.964;
D3;std5e3;Standard;19;0.0722;27.64;5.00e+003;0.996;-2.964;
E1;std5e2;Standard;20;0.0722;31.13;5.00e+002;0.996;-2.964;
E2;std5e2;Standard;20;0.0722;31.09;5.00e+002;0.996;-2.964;
E3;std5e2;Standard;20;0.0722;31.05;5.00e+002;0.996;-2.964;
F1;std5e1;Standard;21;0.0722;34.07;5.00e+001;0.996;-2.964;
F2;std5e1;Standard;21;0.0722;34.48;5.00e+001;0.996;-2.964;
F3;std5e1;Standard;21;0.0722;33.78;5.00e+001;0.996;-2.964;
G1;std5e0;Standard;22;0.0722;36.87;5.00e+000;0.996;-2.964;
G2;std5e0;Standard;22;0.0722;37.75;5.00e+000;0.996;-2.964;
G3;std5e0;Standard;22;0.0722;NoCt;NoCt;0.996;-2.964;
H1;ntc;NTC;23;0.0722;NoCt;NoCt;0.996;-2.964;
H2;ntc;NTC;23;0.0722;NoCt;NoCt;0.996;-2.964;
H3;ntc;NTC;23;0.0722;NoCt;NoCt;0.996;-2.964;
F10;notused;NTC;24;0.0722;NoCt;NoCt;0.996;-2.964;
F11;notused;NTC;24;0.0722;NoCt;NoCt;0.996;-2.964;
F12;notused;NTC;24;0.0722;NoCt;NoCt;0.996;-2.964;
