Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
E11;smpl16;Unknown;16;0.0511;32.19;3.085e+001;0.991;-2.784;
E12;smpl16;Unknown;16;0.0511;32.30;2.833e+001;0.991;-2.784;
B1;std5e5;Standard;17;0.0511;20.91;5.00e+005;0.991;-2.784;
B2;std5e5;Standard;17;0.0511;20.27;5.00e+005;0.991;-2.784;
B3;std5e5;Standard;17;0.0511;20.35;5.00e+005;0.991;-2.784;
C1;std5e4;Standard;18;0.0511;23.57;5.00e+004;0.991;-2.784;
C2;std5e4;Standard;18;0.0511;23.78;5.00e+004;0.991;-2.784;
C3;std5e4;Standard;18;0.0511;23.45;5.00e+004;0.991;-2.784;
D1;std5e3;Standard;19;0.0511;25.57;5.00e+003;0.991;-2.784;
D2;std5e3;Standard;19;0.0511;26.05;5.00e+003;0.991;-2.784;
D3;std5e3;Standard;19;0.0511;25.76;5.00e+003;0.991;-2.784;
E1;std5e2;Standard;20;0.0511;28.10;5.00e+002;0.991;-2.784;
E2;std5e2;Standard;20;0.0511;29.00;5.00e+002;0.991;-2.784;
E3;std5e2;Standard;20;0.0511;28.85;5.00e+002;0.991;-2.784;
F1;std5e1;Standard;21;0.0511;30.69;5.00e+001;0.991;-2.784;
F2;std5e1;Standard;21;0.0511;31.12;5.00e+001;0.991;-2.784;
F3;std5e1;Standard;21;0.0511;31.53;5.00e+001;0.991;-2.784;
G1;std5e0;Standard;22;0.0511;35.18;5.00e+000;0.991;-2.784;
G2;std5e0;Standard;22;0.0511;35.01;5.00e+000;0.991;-2.784;
G3;std5e0;Standard;22;0.0511;34.56;5.00e+000;0.991;-2.784;
H1;ntc;NTC;23;0.0511;NoCt;NoCt;0.991;-2.784;
H2;ntc;NTC;23;0.0511;NoCt;NoCt;0.991;-2.784;
H3;ntc;NTC;23;0.0511;NoCt;NoCt;0.991;-2.784;
F10;notused;NTC;24;0.0511;NoCt;NoCt;0.991;-2.784;
F11;notused;NTC;24;0.0511;NoCt;NoCt;0.991;-2.784;
F12;notused;NTC;24;0.0511;NoCt;NoCt;0.991;-2.784;
