Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
E8;smpl10;Unknown;10;0.0172;31.67;2.141e+001;0.986;-2.408;
E9;smpl10;Unknown;10;0.0172;33.24;4.78;0.986;-2.408;
F7;smpl11;Unknown;11;0.0172;24.12;2.939e+004;0.986;-2.408;
F8;smpl11;Unknown;11;0.0172;23.36;6.073e+004;0.986;-2.408;
F9;smpl11;Unknown;11;0.0172;23.79;4.034e+004;0.986;-2.408;
G7;smpl12;Unknown;12;0.0172;30.39;7.294e+001;0.986;-2.408;
G8;smpl12;Unknown;12;0.0172;29.49;1.733e+002;0.986;-2.408;
G9;smpl12;Unknown;12;0.0172;30.32;7.802e+001;0.986;-2.408;
B10;smpl13;Unknown;13;0.0172;33.92;2.50;0.986;-2.408;
B11;smpl13;Unknown;13;0.0172;35.52;5.384e-001;0.986;-2.408;
B12;smpl13;Unknown;13;0.0172;35.22;7.218e-001;0.986;-2.408;
C10;smpl14;Unknown;14;0.0172;32.36;1.115e+001;0.986;-2.408;
C11;smpl14;Unknown;14;0.0172;31.63;2.227e+001;0.986;-2.408;
C12;smpl14;Unknown;14;0.0172;32.04;1.504e+001;0.986;-2.408;
D10;smpl15;Unknown;15;0.0172;31.75;1.995e+001;0.986;-2.408;
D11;smpl15;Unknown;15;0.0172;32.82;7.13;0.986;-2.408;
D12;smpl15;Unknown;15;0.0172;32.61;8.74;0.986;-2.408;
E10;smpl16;Unknown;16;0.0172;35.26;6.950e-001;0.986;-2.408;
E11;smpl16;Unknown;16;0.0172;34.55;1.37;0.986;-2.408;
E12;smpl16;Unknown;16;0.0172;34.81;1.06;0.986;-2.408;
B1;std5e5;Standard;17;0.0172;20.56;5.00e+005;0.986;-2.408;
B2;std5e5;Standard;17;0.0172;21.33;5.00e+005;0.986;-2.408;
B3;std5e5;Standard;17;0.0172;21.34;5.00e+005;0.986;-2.408;
C1;std5e4;Standard;18;0.0172;23.05;5.00e+004;0.986;-2.408;
C2;std5e4;Standard;18;0.0172;23.63;5.00e+004;0.986;-2.408;
C3;std5e4;Standard;18;0.0172;22.73;5.00e+004;0.986;-2.408;
D1;std5e3;Standard;19;0.0172;26.94;5.00e+003;0.986;-2.408;
D2;std5e3;Standard;19;0.0172;26.72;5.00e+003;0.986;-2.408;
D3;std5e3;Standard;19;0.0172;26.82;5.00e+003;0.986;-2.408;
E1;std5e2;Standard;20;0.0172;28.43;5.00e+002;0.986;-2.408;
E2;std5e2;Standard;20;0.0172;28.06;5.00e+002;0.986;-2.408;
E3;std5e2;Standard;20;0.0172;28.10;5.00e+002;0.986;-2.408;
F1;std5e1;Standard;21;0.0172;30.87;5.00e+001;0.986;-2.408;
F2;std5e1;Standard;21;0.0172;30.51;5.00e+001;0.986;-2.408;
F3;std5e1;Standard;21;0.0172;30.78;5.00e+001;0.986;-2.408;
G1;std5e0;Standard;22;0.0172;33.44;5.00e+000;0.986;-2.408;
G2;std5e0;Standard;22;0.0172;32.54;5.00e+000;0.986;-2.408;
G3;std5e0;Standard;22;0.0172;33.32;5.00e+000;0.986;-2.408;
H1;ntc;NTC;23;0.0172;NoCt;NoCt;0.986;-2.408;
H2;ntc;NTC;23;0.0172;NoCt;NoCt;0.986;-2.408;
H3;ntc;NTC;23;0.0172;NoCt;NoCt;0.986;-2.408;
F10;notused;NTC;24;0.0172;NoCt;NoCt;0.986;-2.408;
F11;notused;NTC;24;0.0172;NoCt;NoCt;0.986;-2.408;
F12;notused;NTC;24;0.0172;NoCt;NoCt;0.986;-2.408;
