Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
B4;smpl01;Unknown;1;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
B5;smpl01;Unknown;1;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
B6;smpl01;Unknown;1;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
C4;smpl02;Unknown;2;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
C5;smpl02;Unknown;2;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
C6;smpl02;Unknown;2;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
D4;smpl03;Unknown;3;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
D5;smpl03;Unknown;3;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
D6;smpl03;Unknown;3;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
E4;smpl04;Unknown;4;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
E5;smpl04;Unknown;4;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
E6;smpl04;Unknown;4;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
F4;smpl05;Unknown;5;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
F5;smpl05;Unknown;5;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
F6;smpl05;Unknown;5;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
G4;smpl06;Unknown;6;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
G5;smpl06;Unknown;6;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
G6;smpl06;Unknown;6;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
B7;smpl07;Unknown;7;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
B8;smpl07;Unknown;7;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
B9;smpl07;Unknown;7;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
C7;smpl08;Unknown;8;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
C8;smpl08;Unknown;8;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
C9;smpl08;Unknown;8;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
D7;smpl09;Unknown;9;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
D8;smpl09;Unknown;9;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
D9;smpl09;Unknown;9;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
E7;smpl10;Unknown;10;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
