Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
E8;smpl10;Unknown;10;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
E9;smpl10;Unknown;10;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
F7;smpl11;Unknown;11;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
F8;smpl11;Unknown;11;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
F9;smpl11;Unknown;11;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
G7;smpl12;Unknown;12;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
G8;smpl12;Unknown;12;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
G9;smpl12;Unknown;12;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
B10;smpl13;Unknown;13;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
B11;smpl13;Unknown;13;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
B12;smpl13;Unknown;13;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
C10;smpl14;Unknown;14;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
C11;smpl14;Unknown;14;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
C12;smpl14;Unknown;14;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
D10;smpl15;Unknown;15;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
D11;smpl15;Unknown;15;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
D12;smpl15;Unknown;15;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
E10;smpl16;Unknown;16;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
E11;smpl16;Unknown;16;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
E12;smpl16;Unknown;16;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
B1;std5e5;Standard;17;0.0514;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;
B2;std5e5;Standard;17;0.0514;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;
B3;std5e5;Standard;17;0.0514;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;
C1;std5e4;Standard;18;0.0514;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;
C2;std5e4;Standard;18;0.0514;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;
C3;std5e4;Standard;18;0.0514;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;
D1;std5e3;Standard;19;0.0514;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;
D2;std5e3;Standard;19;0.0514;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;
D3;std5e3;Standard;19;0.0514;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;
E1;std5e2;Standard;20;0.0514;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;
E2;std5e2;Standard;20;0.0514;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;
E3;std5e2;Standard;20;0.0514;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;
F1;std5e1;Standard;21;0.0514;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;
F2;std5e1;Standard;21;0.0514;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;
F3;std5e1;Standard;21;0.0514;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;
G1;std5e0;Standard;22;0.0514;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;
G2;std5e0;Standard;22;0.0514;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;
G3;std5e0;Standard;22;0.0514;NoCt;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;
H1;ntc;NTC;23;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
H2;ntc;NTC;23;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
H3;ntc;NTC;23;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
F10;notused;NTC;24;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
F11;notused;NTC;24;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
F12;notused;NTC;24;0.0514;NoCt;NoCtforFAMStandards;NoCtforFAMStandards;NoCtforFAMStandards;
