Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
B4;smpl01;Unknown;1;0.0166;NoCt;NoCt;0.998;-2.761;
B5;smpl01;Unknown;1;0.0166;NoCt;NoCt;0.998;-2.761;
B6;smpl01;Unknown;1;0.0166;NoCt;NoCt;0.998;-2.761;
C4;smpl02;Unknown;2;0.0166;NoCt;NoCt;0.998;-2.761;
C5;smpl02;Unknown;2;0.0166;NoCt;NoCt;0.998;-2.761;
C6;smpl02;Unknown;2;0.0166;NoCt;NoCt;0.998;-2.761;
D4;smpl03;Unknown;3;0.0166;NoCt;NoCt;0.998;-2.761;
D5;smpl03;Unknown;3;0.0166;NoCt;NoCt;0.998;-2.761;
D6;smpl03;Unknown;3;0.0166;NoCt;NoCt;0.998;-2.761;
E4;smpl04;Unknown;4;0.0166;NoCt;NoCt;0.998;-2.761;
E5;smpl04;Unknown;4;0.0166;NoCt;NoCt;0.998;-2.761;
E6;smpl04;Unknown;4;0.0166;NoCt;NoCt;0.998;-2.761;
F4;smpl05;Unknown;5;0.0166;NoCt;NoCt;0.998;-2.761;
F5;smpl05;Unknown;5;0.0166;NoCt;NoCt;0.998;-2.761;
F6;smpl05;Unknown;5;0.0166;NoCt;NoCt;0.998;-2.761;
G4;smpl06;Unknown;6;0.0166;NoCt;NoCt;0.998;-2.761;
G5;smpl06;Unknown;6;0.0166;NoCt;NoCt;0.998;-2.761;
G6;smpl06;Unknown;6;0.0166;NoCt;NoCt;0.998;-2.761;
B7;smpl07;Unknown;7;0.0166;31.78;3.31;0.998;-2.761;
B8;smpl07;Unknown;7;0.0166;32.29;2.16;0.998;-2.761;
B9;smpl07;Unknown;7;0.0166;32.35;2.05;0.998;-2.761;
C7;smpl08;Unknown;8;0.0166;NoCt;NoCt;0.998;-2.761;
C8;smpl08;Unknown;8;0.0166;NoCt;NoCt;0.998;-2.761;
C9;smpl08;Unknown;8;0.0166;NoCt;NoCt;0.998;-2.761;
D7;smpl09;Unknown;9;0.0166;NoCt;NoCt;0.998;-2.761;
D8;smpl09;Unknown;9;0.0166;NoCt;NoCt;0.998;-2.761;
D9;smpl09;Unknown;9;0.0166;NoCt;NoCt;0.998;-2.761;
E7;smpl10;Unknown;10;0.0166;NoCt;NoCt;0.998;-2.761;
E8;smpl10;Unknown;10;0.0166;NoCt;NoCt;0.998;-2.761;
E9;smpl10;Unknown;10;0.0166;NoCt;NoCt;0.998;-2.761;
F7;smpl11;Unknown;11;0.0166;NoCt;NoCt;0.998;-2.761;
