Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
F8;smpl11;Unknown;11;0.0166;36.72;5.392e-002;0.998;-2.761;
F9;smpl11;Unknown;11;0.0166;NoCt;NoCt;0.998;-2.761;
G7;smpl12;Unknown;12;0.0166;NoCt;NoCt;0.998;-2.761;
G8;smpl12;Unknown;12;0.0166;NoCt;NoCt;0.998;-2.761;
G9;smpl12;Unknown;12;0.0166;NoCt;NoCt;0.998;-2.761;
B10;smpl13;Unknown;13;0.0166;NoCt;NoCt;0.998;-2.761;
B11;smpl13;Unknown;13;0.0166;NoCt;NoCt;0.998;-2.761;
B12;smpl13;Unknown;13;0.0166;NoCt;NoCt;0.998;-2.761;
C10;smpl14;Unknown;14;0.0166;36.74;5.287e-002;0.998;-2.761;
C11;smpl14;Unknown;14;0.0166;36.29;7.721e-002;0.998;-2.761;
C12;smpl14;Unknown;14;0.0166;36.59;5.997e-002;0.998;-2.761;
D10;smpl15;Unknown;15;0.0166;32.90;1.30;0.998;-2.761;
D11;smpl15;Unknown;15;0.0166;33.08;1.12;0.998;-2.761;
D12;smpl15;Unknown;15;0.0166;32.77;1.45;0.998;-2.761;
E10;smpl16;Unknown;16;0.0166;34.33;3.927e-001;0.998;-2.761;
E11;smpl16;Unknown;16;0.0166;33.36;8.829e-001;0.998;-2.761;
E12;smpl16;Unknown;16;0.0166;34.45;3.578e-001;0.998;-2.761;
B1;std5e5;Standard;17;0.0166;17.41;5.00e+005;0.998;-2.761;
B2;std5e5;Standard;17;0.0166;17.57;5.00e+005;0.998;-2.761;
B3;std5e5;Standard;17;0.0166;17.67;5.00e+005;0.998;-2.761;
C1;std5e4;Standard;18;0.0166;20.15;5.00e+004;0.998;-2.761;
C2;std5e4;Standard;18;0.0166;20.27;5.00e+004;0.998;-2.761;
C3;std5e4;Standard;18;0.0166;20.28;5.00e+004;0.998;-2.761;
D1;std5e3;Standard;19;0.0166;23.13;5.00e+003;0.998;-2.761;
D2;std5e3;Standard;19;0.0166;23.06;5.00e+003;0.998;-2.761;
D3;std5e3;Standard;19;0.0166;23.02;5.00e+003;0.998;-2.761;
E1;std5e2;Standard;20;0.0166;25.47;5.00e+002;0.998;-2.761;
E2;std5e2;Standard;20;0.0166;25.75;5.00e+002;0.998;-2.761;
E3;std5e2;Standard;20;0.0166;25.43;5.00e+002;0.998;-2.761;
F1;std5e1;Standard;21;0.0166;28.76;5.00e+001;0.998;-2.761;
F2;std5e1;Standard;21;0.0166;28.26;5.00e+001;0.998;-2.761;
F3;std5e1;Standard;21;0.0166;28.31;5.00e+001;0.998;-2.761;
G1;std5e0;Standard;22;0.0166;31.29;5.00e+000;0.998;-2.761;
G2;std5e0;Standard;22;0.0166;31.78;5.00e+000;0.998;-2.761;
G3;std5e0;Standard;22;0.0166;31.28;5.00e+000;0.998;-2.761;
H1;ntc;NTC;23;0.0166;NoCt;NoCt;0.998;-2.761;
H2;ntc;NTC;23;0.0166;NoCt;NoCt;0.998;-2.761;
H3;ntc;NTC;23;0.0166;NoCt;NoCt;0.998;-2.761;
F10;notused;NTC;24;0.0166;NoCt;NoCt;0.998;-2.761;
F11;notused;NTC;24;0.0166;NoCt;NoCt;0.998;-2.761;
F12;notused;NTC;24;0.0166;NoCt;NoCt;0.998;-2.761;
