Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
D7;smpl09;Unknown;9;0.0772;NoCt;NoCt;0.971;-2.942;
D8;smpl09;Unknown;9;0.0772;NoCt;NoCt;0.971;-2.942;
D9;smpl09;Unknown;9;0.0772;NoCt;NoCt;0.971;-2.942;
E7;smpl10;Unknown;10;0.0772;NoCt;NoCt;0.971;-2.942;
E8;smpl10;Unknown;10;0.0772;NoCt;NoCt;0.971;-2.942;
E9;smpl10;Unknown;10;0.0772;NoCt;NoCt;0.971;-2.942;
F7;smpl11;Unknown;11;0.0772;NoCt;NoCt;0.971;-2.942;
F8;smpl11;Unknown;11;0.0772;NoCt;NoCt;0.971;-2.942;
F9;smpl11;Unknown;11;0.0772;NoCt;NoCt;0.971;-2.942;
G7;smpl12;Unknown;12;0.0772;NoCt;NoCt;0.971;-2.942;
G8;smpl12;Unknown;12;0.0772;NoCt;NoCt;0.971;-2.942;
G9;smpl12;Unknown;12;0.0772;NoCt;NoCt;0.971;-2.942;
B10;smpl13;Unknown;13;0.0772;NoCt;NoCt;0.971;-2.942;
B11;smpl13;Unknown;13;0.0772;NoCt;NoCt;0.971;-2.942;
B12;smpl13;Unknown;13;0.0772;NoCt;NoCt;0.971;-2.942;
C10;smpl14;Unknown;14;0.0772;NoCt;NoCt;0.971;-2.942;
C11;smpl14;Unknown;14;0.0772;NoCt;NoCt;0.971;-2.942;
C12;smpl14;Unknown;14;0.0772;NoCt;NoCt;0.971;-2.942;
D10;smpl15;Unknown;15;0.0772;NoCt;NoCt;0.971;-2.942;
D11;smpl15;Unknown;15;0.0772;NoCt;NoCt;0.971;-2.942;
D12;smpl15;Unknown;15;0.0772;NoCt;NoCt;0.971;-2.942;
E10;smpl16;Unknown;16;0.0772;NoCt;NoCt;0.971;-2.942;
E11;smpl16;Unknown;16;0.0772;NoCt;NoCt;0.971;-2.942;
E12;smpl16;Unknown;16;0.0772;NoCt;NoCt;0.971;-2.942;
B1;std5e5;Standard;17;0.0772;36.86;5.00e+005;0.971;-2.942;
B2;std5e5;Standard;17;0.0772;36.43;5.00e+005;0.971;-2.942;
B3;std5e5;Standard;17;0.0772;37.04;5.00e+005;0.971;-2.942;
C1;std5e4;Standard;18;0.0772;39.72;5.00e+004;0.971;-2.942;
C2;std5e4;Standard;18;0.0772;NoCt;NoCt;0.971;-2.942;
C3;std5e4;Standard;18;0.0772;NoCt;NoCt;0.971;-2.942;
D1;std5e3;Standard;19;0.0772;NoCt;NoCt;0.971;-2.942;
D2;std5e3;Standard;19;0.0772;NoCt;NoCt;0.971;-2.942;
D3;std5e3;Standard;19;0.0772;NoCt;NoCt;0.971;-2.942;
E1;std5e2;Standard;20;0.0772;NoCt;NoCt;0.971;-2.942;
E2;std5e2;Standard;20;0.0772;NoCt;NoCt;0.971;-2.942;
E3;std5e2;Standard;20;0.0772;NoCt;NoCt;0.971;-2.942;
F1;std5e1;Standard;21;0.0772;NoCt;NoCt;0.971;-2.942;
F2;std5e1;Standard;21;0.0772;NoCt;NoCt;0.971;-2.942;
F3;std5e1;Standard;21;0.0772;NoCt;NoCt;0.971;-2.942;
G1;std5e0;Standard;22;0.0772;NoCt;NoCt;0.971;-2.942;
G2;std5e0;Standard;22;0.0772;NoCt;NoCt;0.971;-2.942;
G3;std5e0;Standard;22;0.0772;NoCt;NoCt;0.971;-2.942;
H1;ntc;NTC;23;0.0772;NoCt;NoCt;0.971;-2.942;
H2;ntc;NTC;23;0.0772;NoCt;NoCt;0.971;-2.942;
H3;ntc;NTC;23;0.0772;NoCt;NoCt;0.971;-2.942;
F10;notused;NTC;24;0.0772;NoCt;NoCt;0.971;-2.942;
F11;notused;NTC;24;0.0772;NoCt;NoCt;0.971;-2.942;
F12;notused;NTC;24;0.0772;NoCt;NoCt;0.971;-2.942;
