Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
D1;std5e3;Standard;19;0.0224;22.75;5.00e+003;0.993;-2.694;
D2;std5e3;Standard;19;0.0224;22.63;5.00e+003;0.993;-2.694;
D3;std5e3;Standard;19;0.0224;21.94;5.00e+003;0.993;-2.694;
E1;std5e2;Standard;20;0.0224;25.38;5.00e+002;0.993;-2.694;
E2;std5e2;Standard;20;0.0224;25.75;5.00e+002;0.993;-2.694;
E3;std5e2;Standard;20;0.0224;25.06;5.00e+002;0.993;-2.694;
F1;std5e1;Standard;21;0.0224;28.45;5.00e+001;0.993;-2.694;
F2;std5e1;Standard;21;0.0224;28.01;5.00e+001;0.993;-2.694;
F3;std5e1;Standard;21;0.0224;27.31;5.00e+001;0.993;-2.694;
G1;std5e0;Standard;22;0.0224;31.04;5.00e+000;0.993;-2.694;
G2;std5e0;Standard;22;0.0224;31.05;5.00e+000;0.993;-2.694;
G3;std5e0;Standard;22;0.0224;30.73;5.00e+000;0.993;-2.694;
H1;ntc;NTC;23;0.0224;NoCt;NoCt;0.993;-2.694;
H2;ntc;NTC;23;0.0224;NoCt;NoCt;0.993;-2.694;
H3;ntc;NTC;23;0.0224;NoCt;NoCt;0.993;-2.694;
F10;notused;NTC;24;0.0224;NoCt;NoCt;0.993;-2.694;
F11;notused;NTC;24;0.0224;NoCt;NoCt;0.993;-2.694;
F12;notused;NTC;24;0.0224;NoCt;NoCt;0.993;-2.694;
