Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
B4;smpl01;Unknown;1;0.0635;NoCt;NoCt;0.994;-3.109;
B5;smpl01;Unknown;1;0.0635;NoCt;NoCt;0.994;-3.109;
B6;smpl01;Unknown;1;0.0635;NoCt;NoCt;0.994;-3.109;
C4;smpl02;Unknown;2;0.0635;NoCt;NoCt;0.994;-3.109;
C5;smpl02;Unknown;2;0.0635;NoCt;NoCt;0.994;-3.109;
C6;smpl02;Unknown;2;0.0635;NoCt;NoCt;0.994;-3.109;
D4;smpl03;Unknown;3;0.0635;NoCt;NoCt;0.994;-3.109;
D5;smpl03;Unknown;3;0.0635;NoCt;NoCt;0.994;-3.109;
D6;smpl03;Unknown;3;0.0635;NoCt;NoCt;0.994;-3.109;
E4;smpl04;Unknown;4;0.0635;NoCt;NoCt;0.994;-3.109;
E5;smpl04;Unknown;4;0.0635;NoCt;NoCt;0.994;-3.109;
E6;smpl04;Unknown;4;0.0635;NoCt;NoCt;0.994;-3.109;
F4;smpl05;Unknown;5;0.0635;NoCt;NoCt;0.994;-3.109;
F5;smpl05;Unknown;5;0.0635;NoCt;NoCt;0.994;-3.109;
F6;smpl05;Unknown;5;0.0635;NoCt;NoCt;0.994;-3.109;
G4;smpl06;Unknown;6;0.0635;NoCt;NoCt;0.994;-3.109;
G5;smpl06;Unknown;6;0.0635;NoCt;NoCt;0.994;-3.109;
G6;smpl06;Unknown;6;0.0635;NoCt;NoCt;0.994;-3.109;
B7;smpl07;Unknown;7;0.0635;NoCt;NoCt;0.994;-3.109;
B8;smpl07;Unknown;7;0.0635;NoCt;NoCt;0.994;-3.109;
B9;smpl07;Unknown;7;0.0635;NoCt;NoCt;0.994;-3.109;
C7;smpl08;Unknown;8;0.0635;NoCt;NoCt;0.994;-3.109;
C8;smpl08;Unknown;8;0.0635;NoCt;NoCt;0.994;-3.109;
C9;smpl08;Unknown;8;0.0635;NoCt;NoCt;0.994;-3.109;
D7;smpl09;Unknown;9;0.0635;NoCt;NoCt;0.994;-3.109;
D8;smpl09;Unknown;9;0.0635;NoCt;NoCt;0.994;-3.109;
D9;smpl09;Unknown;9;0.0635;NoCt;NoCt;0.994;-3.109;
E7;smpl10;Unknown;10;0.0635;NoCt;NoCt;0.994;-3.109;
E8;smpl10;Unknown;10;0.0635;NoCt;NoCt;0.994;-3.109;
E9;smpl10;Unknown;10;0.0635;NoCt;NoCt;0.994;-3.109;
F7;smpl11;Unknown;11;0.0635;NoCt;NoCt;0.994;-3.109;
F8;smpl11;Unknown;11;0.0635;NoCt;NoCt;0.994;-3.109;
F9;smpl11;Unknown;11;0.0635;NoCt;NoCt;0.994;-3.109;
G7;smpl12;Unknown;12;0.0635;NoCt;NoCt;0.994;-3.109;
G8;smpl12;Unknown;12;0.0635;NoCt;NoCt;0.994;-3.109;
G9;smpl12;Unknown;12;0.0635;NoCt;NoCt;0.994;-3.109;
B10;smpl13;Unknown;13;0.0635;NoCt;NoCt;0.994;-3.109;
B11;smpl13;Unknown;13;0.0635;NoCt;NoCt;0.994;-3.109;
B12;smpl13;Unknown;13;0.0635;NoCt;NoCt;0.994;-3.109;
C10;smpl14;Unknown;14;0.0635;NoCt;NoCt;0.994;-3.109;
C11;smpl14;Unknown;14;0.0635;NoCt;NoCt;0.994;-3.109;
C12;smpl14;Unknown;14;0.0635;NoCt;NoCt;0.994;-3.109;
D10;smpl15;Unknown;15;0.0635;NoCt;NoCt;0.994;-3.109;
D11;smpl15;Unknown;15;0.0635;NoCt;NoCt;0.994;-3.109;
D12;smpl15;Unknown;15;0.0635;NoCt;NoCt;0.994;-3.109;
E10;smpl16;Unknown;16;0.0635;NoCt;NoCt;0.994;-3.109;
E11;smpl16;Unknown;16;0.0635;NoCt;NoCt;0.994;-3.109;
E12;smpl16;Unknown;16;0.0635;NoCt;NoCt;0.994;-3.109;
B1;std5e5;Standard;17;0.0635;22.52;5.00e+005;0.994;-3.109;
B2;std5e5;Standard;17;0.0635;22.64;5.00e+005;0.994;-3.109;
B3;std5e5;Standard;17;0.0635;22.53;5.00e+005;0.994;-3.109;
C1;std5e4;Standard;18;0.0635;25.35;5.00e+004;0.994;-3.109;
C2;std5e4;Standard;18;0.0635;25.86;5.00e+004;0.994;-3.109;
C3;std5e4;Standard;18;0.0635;25.80;5.00e+004;0.994;-3.109;
D1;std5e3;Standard;19;0.0635;28.54;5.00e+003;0.994;-3.109;
D2;std5e3;Standard;19;0.0635;29.10;5.00e+003;0.994;-3.109;
D3;std5e3;Standard;19;0.0635;27.49;5.00e+003;0.994;-3.109;
E1;std5e2;Standard;20;0.0635;31.37;5.00e+002;0.994;-3.109;
E2;std5e2;Standard;20;0.0635;31.33;5.00e+002;0.994;-3.109;
E3;std5e2;Standard;20;0.0635;31.35;5.00e+002;0.994;-3.109;
F1;std5e1;Standard;21;0.0635;35.21;5.00e+001;0.994;-3.109;
F2;std5e1;Standard;21;0.0635;34.76;5.00e+001;0.994;-3.109;
F3;std5e1;Standard;21;0.0635;34.18;5.00e+001;0.994;-3.109;
G1;std5e0;Standard;22;0.0635;38.06;5.00e+000;0.994;-3.109;
G2;std5e0;Standard;22;0.0635;38.45;5.00e+000;0.994;-3.109;
G3;std5e0;Standard;22;0.0635;38.40;5.00e+000;0.994;-3.109;
H1;ntc;NTC;23;0.0635;NoCt;NoCt;0.994;-3.109;
H2;ntc;NTC;23;0.0635;NoCt;NoCt;0.994;-3.109;
H3;ntc;NTC;23;0.0635;NoCt;NoCt;0.994;-3.109;
F10;notused;NTC;24;0.0635;NoCt;NoCt;0.994;-3.109;
F11;notused;NTC;24;0.0635;NoCt;NoCt;0.994;-3.109;
F12;notused;NTC;24;0.0635;NoCt;NoCt;0.994;-3.109;
