Well;WellName;WellType;Replicate;Threshold(dRn);Ct(dRn);Quantity(copies);RSq(dRn);Slope(dRn);
G8;smpl12;Unknown;12;0.2688;NoCt;NoCt;0.955;-3.667;
G9;smpl12;Unknown;12;0.2688;NoCt;NoCt;0.955;-3.667;
B10;smpl13;Unknown;13;0.2688;NoCt;NoCt;0.955;-3.667;
B11;smpl13;Unknown;13;0.2688;NoCt;NoCt;0.955;-3.667;
B12;smpl13;Unknown;13;0.2688;NoCt;NoCt;0.955;-3.667;
C10;smpl14;Unknown;14;0.2688;NoCt;NoCt;0.955;-3.667;
C11;smpl14;Unknown;14;0.2688;NoCt;NoCt;0.955;-3.667;
C12;smpl14;Unknown;14;0.2688;NoCt;NoCt;0.955;-3.667;
D10;smpl15;Unknown;15;0.2688;NoCt;NoCt;0.955;-3.667;
D11;smpl15;Unknown;15;0.2688;NoCt;NoCt;0.955;-3.667;
D12;smpl15;Unknown;15;0.2688;NoCt;NoCt;0.955;-3.667;
E10;smpl16;Unknown;16;0.2688;NoCt;NoCt;0.955;-3.667;
E11;smpl16;Unknown;16;0.2688;NoCt;NoCt;0.955;-3.667;
E12;smpl16;Unknown;16;0.2688;NoCt;NoCt;0.955;-3.667;
B1;std5e5;Standard;17;0.2688;32.32;5.00e+005;0.955;-3.667;
B2;std5e5;Standard;17;0.2688;32.34;5.00e+005;0.955;-3.667;
B3;std5e5;Standard;17;0.2688;32.26;5.00e+005;0.955;-3.667;
C1;std5e4;Standard;18;0.2688;35.93;5.00e+004;0.955;-3.667;
C2;std5e4;Standard;18;0.2688;35.90;5.00e+004;0.955;-3.667;
C3;std5e4;Standard;18;0.2688;34.47;5.00e+004;0.955;-3.667;
D1;std5e3;Standard;19;0.2688;NoCt;NoCt;0.955;-3.667;
D2;std5e3;Standard;19;0.2688;NoCt;NoCt;0.955;-3.667;
D3;std5e3;Standard;19;0.2688;40.00;5.00e+003;0.955;-3.667;
E1;std5e2;Standard;20;0.2688;NoCt;NoCt;0.955;-3.667;
E2;std5e2;Standard;20;0.2688;NoCt;NoCt;0.955;-3.667;
E3;std5e2;Standard;20;0.2688;NoCt;NoCt;0.955;-3.667;
F1;std5e1;Standard;21;0.2688;NoCt;NoCt;0.955;-3.667;
F2;std5e1;Standard;21;0.2688;NoCt;NoCt;0.955;-3.667;
F3;std5e1;Standard;21;0.2688;NoCt;NoCt;0.955;-3.667;
G1;std5e0;Standard;22;0.2688;NoCt;NoCt;0.955;-3.667;
G2;std5e0;Standard;22;0.2688;NoCt;NoCt;0.955;-3.667;
G3;std5e0;Standard;22;0.2688;NoCt;NoCt;0.955;-3.667;
H1;ntc;NTC;23;0.2688;NoCt;NoCt;0.955;-3.667;
H2;ntc;NTC;23;0.2688;NoCt;NoCt;0.955;-3.667;
H3;ntc;NTC;23;0.2688;NoCt;NoCt;0.955;-3.667;
F10;notused;NTC;24;0.2688;NoCt;NoCt;0.955;-3.667;
F11;notused;NTC;24;0.2688;NoCt;NoCt;0.955;-3.667;
F12;notused;NTC;24;0.2688;NoCt;NoCt;0.955;-3.667;
